section,name,url,classification,status,final_url,content_type,playlist_latency_ms,playlist_bytes,manifest_level,segment_attempted,segment_ok,encrypted_hint,segment_statuses,segment_latency_ms,error,checked_at
港澳台 (345源),gt5,https://345.lishuhang.com/gt5.m3u8,partial_segment_failure,200,https://345.lishuhang.com/gt5.m3u8,application/vnd.apple.mpegurl,5453.2,478,media,2,1,False,"[200, 502]","[3027.5, 5857.9]",,2026-08-15T06:57:09+00:00
学习强国 (xuexi源),CETV1教育综合,https://345.lishuhang.com/xuexi_416c4a41.m3u8,transport_ok,200,https://345.lishuhang.com/xuexi_416c4a41.m3u8,application/vnd.apple.mpegurl,5474.0,621,media,2,2,False,"[200, 200]","[3729.0, 5355.8]",,2026-08-15T06:57:09+00:00
